order_id,date,time,item_name,item_type,item_price,spice_level,quantity,transaction_amount,transaction_type,received_by,season,weather,is_weekend,is_holiday
ORD-20240501-1862,2024-05-01,16:34:17,Papad,Starters,30,Mild,1,30,Online,Suresh,Summer,Hot,False,True
ORD-20240501-2799,2024-05-01,16:52:39,Kulfi,Desserts,90,None,1,90,Cash,Priya,Summer,Hot,False,True
ORD-20240501-2258,2024-05-01,17:11:01,Coffee,Beverages,50,None,7,350,UPI,Suresh,Summer,Hot,False,True
ORD-20240501-9376,2024-05-01,17:29:23,Kulfi,Desserts,90,None,4,360,Cash,Raj,Summer,Hot,False,True
ORD-20240501-4971,2024-05-01,17:47:45,Chaas,Beverages,50,None,3,150,Online,Rahul,Summer,Hot,False,True
ORD-20240501-1128,2024-05-01,18:06:07,Chaas,Beverages,50,None,3,150,Card,Amit,Summer,Hot,False,True
ORD-20240501-3899,2024-05-01,18:24:29,Nimbu Pani,Beverages,40,None,3,120,Cash,Sneha,Summer,Hot,False,True
ORD-20240501-6576,2024-05-01,18:42:51,Papad,Starters,30,Mild,3,90,UPI,Raj,Summer,Hot,False,True
ORD-20240501-2504,2024-05-01,19:01:13,Bhindi Masala,Main Course - Vegetarian,200,Medium,1,200,Cash,Raj,Summer,Hot,False,True
ORD-20240501-2559,2024-05-01,19:19:35,Tandoori Chicken,Main Course - Non-Vegetarian,360,Medium,4,1440,Card,Rahul,Summer,Hot,False,True
ORD-20240501-6817,2024-05-01,19:37:57,Veg Biryani,Main Course - Vegetarian,250,Spicy,1,250,UPI,Suresh,Summer,Hot,False,True
ORD-20240501-8609,2024-05-01,19:56:19,Butter Naan,Breads,60,None,6,360,Cash,Suresh,Summer,Hot,False,True
ORD-20240501-9519,2024-05-01,20:14:41,Bhindi Masala,Main Course - Vegetarian,200,Medium,3,600,UPI,Suresh,Summer,Hot,False,True
ORD-20240501-4242,2024-05-01,20:33:03,Veg Biryani,Main Course - Vegetarian,250,Spicy,4,1000,Cash,Raj,Summer,Hot,False,True
ORD-20240501-5664,2024-05-01,20:51:25,Bhindi Masala,Main Course - Vegetarian,200,Medium,3,600,Cash,Raj,Summer,Hot,False,True
ORD-20240501-4437,2024-05-01,21:09:47,Garlic Naan,Breads,80,Mild,1,80,Online,Meera,Summer,Hot,False,True
ORD-20240501-6980,2024-05-01,21:28:09,Bhindi Masala,Main Course - Vegetarian,200,Medium,4,800,UPI,Amit,Summer,Hot,False,True
ORD-20240501-5686,2024-05-01,21:46:31,Butter Chicken,Main Course - Non-Vegetarian,320,Medium,1,320,Card,Sneha,Summer,Hot,False,True
ORD-20240501-6227,2024-05-01,22:04:53,Bhindi Masala,Main Course - Vegetarian,200,Medium,4,800,Cash,Amit,Summer,Hot,False,True
ORD-20240501-6957,2024-05-01,22:23:15,Bhindi Masala,Main Course - Vegetarian,200,Medium,6,1200,Online,Priya,Summer,Hot,False,True
ORD-20240501-6856,2024-05-01,22:41:37,Veg Biryani,Main Course - Vegetarian,250,Spicy,3,750,Cash,Meera,Summer,Hot,False,True
ORD-20240501-9377,2024-05-01,23:00:00,Bhindi Masala,Main Course - Vegetarian,200,Medium,4,800,Cash,Priya,Summer,Hot,False,True
ORD-20240502-4123,2024-05-02,08:00:00,Poha,Breakfast,60,Mild,1,60,UPI,Amit,Summer,Hot & Humid,False,False
ORD-20240502-7765,2024-05-02,08:18:22,Masala Dosa,Breakfast,120,Medium,1,120,UPI,Meera,Summer,Hot & Humid,False,False
ORD-20240502-1382,2024-05-02,08:36:44,Upma,Breakfast,70,Mild,1,70,Card,Suresh,Summer,Hot & Humid,False,False
ORD-20240502-1522,2024-05-02,08:55:06,Masala Dosa,Breakfast,120,Medium,1,120,UPI,Sneha,Summer,Hot & Humid,False,False
ORD-20240502-8190,2024-05-02,09:13:28,Upma,Breakfast,70,Mild,1,70,Card,Amit,Summer,Hot & Humid,False,False
ORD-20240502-9088,2024-05-02,09:31:50,Masala Dosa,Breakfast,120,Medium,2,240,Cash,Suresh,Summer,Hot & Humid,False,False
ORD-20240502-2238,2024-05-02,09:50:12,Poha,Breakfast,60,Mild,4,240,Cash,Amit,Summer,Hot & Humid,False,False
ORD-20240502-6138,2024-05-02,10:08:34,Poha,Breakfast,60,Mild,1,60,Online,Priya,Summer,Hot & Humid,False,False
ORD-20240502-7654,2024-05-02,10:26:56,Poha,Breakfast,60,Mild,2,120,Card,Suresh,Summer,Hot & Humid,False,False
ORD-20240502-6687,2024-05-02,10:45:18,Idli Sambar,Breakfast,80,Medium,1,80,Online,Sneha,Summer,Hot & Humid,False,False
ORD-20240502-9866,2024-05-02,11:03:40,Poha,Breakfast,60,Mild,5,300,Cash,Priya,Summer,Hot & Humid,False,False
ORD-20240502-8430,2024-05-02,11:22:02,Poha,Breakfast,60,Mild,3,180,Card,Sneha,Summer,Hot & Humid,False,False
ORD-20240502-5533,2024-05-02,11:40:24,Poha,Breakfast,60,Mild,1,60,UPI,Sneha,Summer,Hot & Humid,False,False
ORD-20240502-4469,2024-05-02,11:58:46,Masala Dosa,Breakfast,120,Medium,2,240,Card,Sneha,Summer,Hot & Humid,False,False
ORD-20240502-5888,2024-05-02,12:17:08,Tandoori Roti,Breads,40,None,1,40,UPI,Priya,Summer,Hot & Humid,False,False
ORD-20240502-8935,2024-05-02,12:35:30,Bhindi Masala,Main Course - Vegetarian,200,Medium,4,800,Card,Sneha,Summer,Hot & Humid,False,False
ORD-20240502-1106,2024-05-02,12:53:52,Tandoori Chicken,Main Course - Non-Vegetarian,360,Medium,2,720,Card,Meera,Summer,Hot & Humid,False,False
ORD-20240502-4097,2024-05-02,13:12:14,Tandoori Roti,Breads,40,None,6,240,Card,Suresh,Summer,Hot & Humid,False,False
ORD-20240502-9202,2024-05-02,13:30:36,Bhindi Masala,Main Course - Vegetarian,200,Medium,2,400,Online,Suresh,Summer,Hot & Humid,False,False
ORD-20240502-6217,2024-05-02,13:48:58,Tandoori Chicken,Main Course - Non-Vegetarian,360,Medium,1,360,Card,Meera,Summer,Hot & Humid,False,False
ORD-20240502-4854,2024-05-02,14:07:20,Butter Chicken,Main Course - Non-Vegetarian,320,Medium,2,640,Online,Raj,Summer,Hot & Humid,False,False
ORD-20240502-5334,2024-05-02,14:25:42,Tandoori Chicken,Main Course - Non-Vegetarian,360,Medium,1,360,Cash,Amit,Summer,Hot & Humid,False,False
ORD-20240502-4143,2024-05-02,14:44:04,Tandoori Chicken,Main Course - Non-Vegetarian,360,Medium,2,720,Online,Raj,Summer,Hot & Humid,False,False
ORD-20240502-8222,2024-05-02,15:02:26,Paneer Butter Masala,Main Course - Vegetarian,280,Medium,2,560,Cash,Suresh,Summer,Hot & Humid,False,False
ORD-20240502-7027,2024-05-02,15:20:48,Butter Chicken,Main Course - Non-Vegetarian,320,Medium,1,320,Card,Meera,Summer,Hot & Humid,False,False
ORD-20240502-8373,2024-05-02,15:39:11,Chicken Biryani,Main Course - Non-Vegetarian,300,Spicy,1,300,Card,Priya,Summer,Hot & Humid,False,False
ORD-20240502-8988,2024-05-02,15:57:33,Garlic Naan,Breads,80,Mild,3,240,UPI,Suresh,Summer,Hot & Humid,False,False
ORD-20240502-4286,2024-05-02,16:15:55,Papad,Starters,30,Mild,2,60,UPI,Rahul,Summer,Hot & Humid,False,False
ORD-20240502-8921,2024-05-02,16:34:17,Kulfi,Desserts,90,None,2,180,UPI,Suresh,Summer,Hot & Humid,False,False
ORD-20240502-6183,2024-05-02,16:52:39,Chaas,Beverages,50,None,2,100,Card,Suresh,Summer,Hot & Humid,False,False
ORD-20240502-2928,2024-05-02,17:11:01,Chaas,Beverages,50,None,1,50,Cash,Raj,Summer,Hot & Humid,False,False
ORD-20240502-4641,2024-05-02,17:29:23,Coffee,Beverages,50,None,3,150,Cash,Raj,Summer,Hot & Humid,False,False
ORD-20240502-7530,2024-05-02,17:47:45,Coffee,Beverages,50,None,4,200,Cash,Meera,Summer,Hot & Humid,False,False
ORD-20240502-7078,2024-05-02,18:06:07,Papad,Starters,30,Mild,4,120,UPI,Priya,Summer,Hot & Humid,False,False
ORD-20240502-2718,2024-05-02,18:24:29,Papad,Starters,30,Mild,1,30,UPI,Raj,Summer,Hot & Humid,False,False
ORD-20240502-6210,2024-05-02,18:42:51,Rasmalai,Desserts,120,None,3,360,UPI,Rahul,Summer,Hot & Humid,False,False
ORD-20240502-2236,2024-05-02,19:01:13,Chicken Biryani,Main Course - Non-Vegetarian,300,Spicy,1,300,Online,Priya,Summer,Hot & Humid,False,False
ORD-20240502-5110,2024-05-02,19:19:35,Veg Biryani,Main Course - Vegetarian,250,Spicy,1,250,UPI,Rahul,Summer,Hot & Humid,False,False
ORD-20240502-2319,2024-05-02,19:37:57,Paneer Butter Masala,Main Course - Vegetarian,280,Medium,1,280,Card,Raj,Summer,Hot & Humid,False,False
ORD-20240502-7041,2024-05-02,19:56:19,Tandoori Chicken,Main Course - Non-Vegetarian,360,Medium,3,1080,UPI,Priya,Summer,Hot & Humid,False,False
ORD-20240502-6286,2024-05-02,20:14:41,Bhindi Masala,Main Course - Vegetarian,200,Medium,1,200,Online,Meera,Summer,Hot & Humid,False,False
ORD-20240502-4436,2024-05-02,20:33:03,Tandoori Chicken,Main Course - Non-Vegetarian,360,Medium,2,720,UPI,Raj,Summer,Hot & Humid,False,False
ORD-20240502-9982,2024-05-02,20:51:25,Veg Biryani,Main Course - Vegetarian,250,Spicy,4,1000,Cash,Meera,Summer,Hot & Humid,False,False
ORD-20240502-9673,2024-05-02,21:09:47,Chicken Biryani,Main Course - Non-Vegetarian,300,Spicy,4,1200,UPI,Rahul,Summer,Hot & Humid,False,False
ORD-20240502-7839,2024-05-02,21:28:09,Butter Chicken,Main Course - Non-Vegetarian,320,Medium,1,320,UPI,Rahul,Summer,Hot & Humid,False,False
ORD-20240502-8548,2024-05-02,21:46:31,Veg Biryani,Main Course - Vegetarian,250,Spicy,4,1000,Cash,Meera,Summer,Hot & Humid,False,False
ORD-20240502-6876,2024-05-02,22:04:53,Bhindi Masala,Main Course - Vegetarian,200,Medium,1,200,Card,Rahul,Summer,Hot & Humid,False,False
ORD-20240502-4840,2024-05-02,22:23:15,Garlic Naan,Breads,80,Mild,3,240,Card,Amit,Summer,Hot & Humid,False,False
ORD-20240502-3647,2024-05-02,22:41:37,Butter Naan,Breads,60,None,4,240,UPI,Priya,Summer,Hot & Humid,False,False
ORD-20240502-7546,2024-05-02,23:00:00,Paneer Butter Masala,Main Course - Vegetarian,280,Medium,1,280,Card,Sneha,Summer,Hot & Humid,False,False
ORD-20240503-1961,2024-05-03,08:00:00,Masala Dosa,Breakfast,120,Medium,4,480,UPI,Raj,Summer,Warm,False,False
ORD-20240503-7838,2024-05-03,08:18:22,Masala Dosa,Breakfast,120,Medium,1,120,UPI,Meera,Summer,Warm,False,False
ORD-20240503-8068,2024-05-03,08:36:44,Masala Dosa,Breakfast,120,Medium,3,360,Card,Sneha,Summer,Warm,False,False
ORD-20240503-2994,2024-05-03,08:55:06,Upma,Breakfast,70,Mild,2,140,Cash,Amit,Summer,Warm,False,False
ORD-20240503-3656,2024-05-03,09:13:28,Upma,Breakfast,70,Mild,3,210,Online,Amit,Summer,Warm,False,False
ORD-20240503-7860,2024-05-03,09:31:50,Upma,Breakfast,70,Mild,1,70,Card,Sneha,Summer,Warm,False,False
ORD-20240503-2009,2024-05-03,09:50:12,Masala Dosa,Breakfast,120,Medium,4,480,Cash,Sneha,Summer,Warm,False,False
ORD-20240503-5708,2024-05-03,10:08:34,Masala Dosa,Breakfast,120,Medium,1,120,Online,Raj,Summer,Warm,False,False
ORD-20240503-8942,2024-05-03,10:26:56,Idli Sambar,Breakfast,80,Medium,2,160,UPI,Rahul,Summer,Warm,False,False
ORD-20240503-2693,2024-05-03,10:45:18,Idli Sambar,Breakfast,80,Medium,3,240,Cash,Raj,Summer,Warm,False,False
ORD-20240503-1325,2024-05-03,11:03:40,Masala Dosa,Breakfast,120,Medium,1,120,Cash,Rahul,Summer,Warm,False,False
ORD-20240503-5207,2024-05-03,11:22:02,Poha,Breakfast,60,Mild,1,60,Cash,Sneha,Summer,Warm,False,False
ORD-20240503-1060,2024-05-03,11:40:24,Idli Sambar,Breakfast,80,Medium,5,400,Online,Amit,Summer,Warm,False,False
ORD-20240503-9743,2024-05-03,11:58:46,Upma,Breakfast,70,Mild,2,140,Card,Sneha,Summer,Warm,False,False
ORD-20240503-9516,2024-05-03,12:17:08,Butter Naan,Breads,60,None,3,180,Online,Priya,Summer,Warm,False,False
ORD-20240503-8916,2024-05-03,12:35:30,Butter Chicken,Main Course - Non-Vegetarian,320,Medium,1,320,Cash,Raj,Summer,Warm,False,False
ORD-20240503-6737,2024-05-03,12:53:52,Butter Naan,Breads,60,None,1,60,Card,Priya,Summer,Warm,False,False
ORD-20240503-4099,2024-05-03,13:12:14,Veg Biryani,Main Course - Vegetarian,250,Spicy,2,500,Cash,Priya,Summer,Warm,False,False
ORD-20240503-7489,2024-05-03,13:30:36,Tandoori Chicken,Main Course - Non-Vegetarian,360,Medium,1,360,Online,Priya,Summer,Warm,False,False
ORD-20240503-8666,2024-05-03,13:48:58,Butter Chicken,Main Course - Non-Vegetarian,320,Medium,3,960,UPI,Rahul,Summer,Warm,False,False
ORD-20240503-7153,2024-05-03,14:07:20,Veg Biryani,Main Course - Vegetarian,250,Spicy,1,250,Card,Priya,Summer,Warm,False,False
ORD-20240503-2358,2024-05-03,14:25:42,Paneer Butter Masala,Main Course - Vegetarian,280,Medium,1,280,UPI,Amit,Summer,Warm,False,False
ORD-20240503-8962,2024-05-03,14:44:04,Tandoori Roti,Breads,40,None,4,160,UPI,Sneha,Summer,Warm,False,False
ORD-20240503-3547,2024-05-03,15:02:26,Veg Biryani,Main Course - Vegetarian,250,Spicy,2,500,Card,Meera,Summer,Warm,False,False
ORD-20240503-7702,2024-05-03,15:20:48,Paneer Butter Masala,Main Course - Vegetarian,280,Medium,2,560,UPI,Priya,Summer,Warm,False,False
ORD-20240503-9749,2024-05-03,15:39:11,Tandoori Chicken,Main Course - Non-Vegetarian,360,Medium,1,360,Online,Amit,Summer,Warm,False,False
ORD-20240503-2664,2024-05-03,15:57:33,Butter Chicken,Main Course - Non-Vegetarian,320,Medium,1,320,UPI,Sneha,Summer,Warm,False,False
ORD-20240503-1015,2024-05-03,16:15:55,Nimbu Pani,Beverages,40,None,3,120,Card,Rahul,Summer,Warm,False,False
ORD-20240503-9737,2024-05-03,16:34:17,Papad,Starters,30,Mild,1,30,Card,Rahul,Summer,Warm,False,False
ORD-20240503-6082,2024-05-03,16:52:39,Papad,Starters,30,Mild,3,90,Cash,Sneha,Summer,Warm,False,False
ORD-20240503-6213,2024-05-03,17:11:01,Kulfi,Desserts,90,None,1,90,Card,Amit,Summer,Warm,False,False
ORD-20240503-6359,2024-05-03,17:29:23,Ice Cream,Desserts,100,None,2,200,Card,Raj,Summer,Warm,False,False
ORD-20240503-3920,2024-05-03,17:47:45,Nimbu Pani,Beverages,40,None,5,200,Cash,Suresh,Summer,Warm,False,False
ORD-20240503-7105,2024-05-03,18:06:07,Papad,Starters,30,Mild,3,90,Cash,Raj,Summer,Warm,False,False
ORD-20240503-3466,2024-05-03,18:24:29,Nimbu Pani,Beverages,40,None,1,40,Card,Suresh,Summer,Warm,False,False
ORD-20240503-3328,2024-05-03,18:42:51,Papad,Starters,30,Mild,1,30,Cash,Sneha,Summer,Warm,False,False
ORD-20240503-4403,2024-05-03,19:01:13,Chicken Biryani,Main Course - Non-Vegetarian,300,Spicy,2,600,UPI,Priya,Summer,Warm,False,False
ORD-20240503-5422,2024-05-03,19:19:35,Chicken Biryani,Main Course - Non-Vegetarian,300,Spicy,1,300,Online,Priya,Summer,Warm,False,False
ORD-20240503-8931,2024-05-03,19:37:57,Tandoori Roti,Breads,40,None,1,40,UPI,Priya,Summer,Warm,False,False
ORD-20240503-8119,2024-05-03,19:56:19,Butter Chicken,Main Course - Non-Vegetarian,320,Medium,1,320,Card,Rahul,Summer,Warm,False,False
ORD-20240503-2821,2024-05-03,20:14:41,Butter Chicken,Main Course - Non-Vegetarian,320,Medium,1,320,Online,Rahul,Summer,Warm,False,False
ORD-20240503-2766,2024-05-03,20:33:03,Butter Naan,Breads,60,None,3,180,Card,Rahul,Summer,Warm,False,False
ORD-20240503-6286,2024-05-03,20:51:25,Bhindi Masala,Main Course - Vegetarian,200,Medium,2,400,Card,Raj,Summer,Warm,False,False
ORD-20240503-2233,2024-05-03,21:09:47,Chicken Biryani,Main Course - Non-Vegetarian,300,Spicy,1,300,Cash,Rahul,Summer,Warm,False,False
ORD-20240503-9778,2024-05-03,21:28:09,Tandoori Chicken,Main Course - Non-Vegetarian,360,Medium,2,720,Online,Raj,Summer,Warm,False,False
ORD-20240503-5365,2024-05-03,21:46:31,Chicken Biryani,Main Course - Non-Vegetarian,300,Spicy,1,300,Card,Rahul,Summer,Warm,False,False
ORD-20240503-6042,2024-05-03,22:04:53,Butter Chicken,Main Course - Non-Vegetarian,320,Medium,2,640,Cash,Priya,Summer,Warm,False,False
ORD-20240503-4560,2024-05-03,22:23:15,Garlic Naan,Breads,80,Mild,2,160,Cash,Raj,Summer,Warm,False,False
ORD-20240503-7413,2024-05-03,22:41:37,Veg Biryani,Main Course - Vegetarian,250,Spicy,2,500,Cash,Raj,Summer,Warm,False,False
ORD-20240503-1280,2024-05-03,23:00:00,Garlic Naan,Breads,80,Mild,3,240,Cash,Meera,Summer,Warm,False,False
ORD-20240504-1392,2024-05-04,08:00:00,Masala Dosa,Breakfast,120,Medium,2,240,Card,Sneha,Summer,Hot,True,False
ORD-20240504-6056,2024-05-04,08:18:22,Idli Sambar,Breakfast,80,Medium,3,240,UPI,Priya,Summer,Hot,True,False
ORD-20240504-1233,2024-05-04,08:36:44,Upma,Breakfast,70,Mild,2,140,Online,Priya,Summer,Hot,True,False
ORD-20240504-9936,2024-05-04,08:55:06,Idli Sambar,Breakfast,80,Medium,1,80,Card,Amit,Summer,Hot,True,False
ORD-20240504-9972,2024-05-04,09:13:28,Masala Dosa,Breakfast,120,Medium,1,120,UPI,Amit,Summer,Hot,True,False
ORD-20240504-8932,2024-05-04,09:31:50,Masala Dosa,Breakfast,120,Medium,3,360,Online,Priya,Summer,Hot,True,False
ORD-20240504-8279,2024-05-04,09:50:12,Idli Sambar,Breakfast,80,Medium,1,80,UPI,Suresh,Summer,Hot,True,False
ORD-20240504-8981,2024-05-04,10:08:34,Upma,Breakfast,70,Mild,4,280,Card,Raj,Summer,Hot,True,False
ORD-20240504-2418,2024-05-04,10:26:56,Idli Sambar,Breakfast,80,Medium,2,160,Card,Amit,Summer,Hot,True,False
ORD-20240504-5436,2024-05-04,10:45:18,Idli Sambar,Breakfast,80,Medium,2,160,Card,Sneha,Summer,Hot,True,False
ORD-20240504-4212,2024-05-04,11:03:40,Poha,Breakfast,60,Mild,1,60,Card,Raj,Summer,Hot,True,False
ORD-20240504-7638,2024-05-04,11:22:02,Idli Sambar,Breakfast,80,Medium,1,80,Card,Raj,Summer,Hot,True,False
ORD-20240504-9509,2024-05-04,11:40:24,Poha,Breakfast,60,Mild,1,60,UPI,Amit,Summer,Hot,True,False
ORD-20240504-6446,2024-05-04,11:58:46,Idli Sambar,Breakfast,80,Medium,3,240,UPI,Raj,Summer,Hot,True,False
ORD-20240504-8406,2024-05-04,12:17:08,Veg Biryani,Main Course - Vegetarian,250,Spicy,3,750,UPI,Amit,Summer,Hot,True,False
ORD-20240504-4899,2024-05-04,12:35:30,Bhindi Masala,Main Course - Vegetarian,200,Medium,1,200,Cash,Amit,Summer,Hot,True,False
ORD-20240504-7056,2024-05-04,12:53:52,Veg Biryani,Main Course - Vegetarian,250,Spicy,2,500,Card,Meera,Summer,Hot,True,False
ORD-20240504-9917,2024-05-04,13:12:14,Paneer Butter Masala,Main Course - Vegetarian,280,Medium,2,560,Card,Priya,Summer,Hot,True,False
ORD-20240504-3320,2024-05-04,13:30:36,Garlic Naan,Breads,80,Mild,2,160,Cash,Sneha,Summer,Hot,True,False
ORD-20240504-5377,2024-05-04,13:48:58,Tandoori Roti,Breads,40,None,1,40,Card,Amit,Summer,Hot,True,False
ORD-20240504-7711,2024-05-04,14:07:20,Bhindi Masala,Main Course - Vegetarian,200,Medium,1,200,Card,Sneha,Summer,Hot,True,False
ORD-20240504-6411,2024-05-04,14:25:42,Tandoori Roti,Breads,40,None,2,80,Online,Amit,Summer,Hot,True,False
ORD-20240504-2014,2024-05-04,14:44:04,Tandoori Chicken,Main Course - Non-Vegetarian,360,Medium,1,360,UPI,Rahul,Summer,Hot,True,False
ORD-20240504-9653,2024-05-04,15:02:26,Chicken Biryani,Main Course - Non-Vegetarian,300,Spicy,1,300,Cash,Rahul,Summer,Hot,True,False
ORD-20240504-5286,2024-05-04,15:20:48,Garlic Naan,Breads,80,Mild,1,80,Cash,Priya,Summer,Hot,True,False
ORD-20240504-9405,2024-05-04,15:39:11,Tandoori Roti,Breads,40,None,2,80,Card,Suresh,Summer,Hot,True,False
ORD-20240504-6061,2024-05-04,15:57:33,Butter Naan,Breads,60,None,3,180,Online,Raj,Summer,Hot,True,False
ORD-20240504-2483,2024-05-04,16:15:55,Papad,Starters,30,Mild,1,30,Cash,Sneha,Summer,Hot,True,False
ORD-20240504-7719,2024-05-04,16:34:17,Papad,Starters,30,Mild,3,90,Cash,Priya,Summer,Hot,True,False
ORD-20240504-8388,2024-05-04,16:52:39,Rasmalai,Desserts,120,None,7,840,Card,Amit,Summer,Hot,True,False
ORD-20240504-9446,2024-05-04,17:11:01,Papad,Starters,30,Mild,7,210,Cash,Rahul,Summer,Hot,True,False
ORD-20240504-6211,2024-05-04,17:29:23,Chaas,Beverages,50,None,1,50,Card,Raj,Summer,Hot,True,False
ORD-20240504-7628,2024-05-04,17:47:45,Nimbu Pani,Beverages,40,None,1,40,UPI,Meera,Summer,Hot,True,False
ORD-20240504-3689,2024-05-04,18:06:07,Rasmalai,Desserts,120,None,1,120,Card,Sneha,Summer,Hot,True,False
ORD-20240504-4841,2024-05-04,18:24:29,Lassi,Beverages,80,None,1,80,UPI,Sneha,Summer,Hot,True,False
ORD-20240504-5234,2024-05-04,18:42:51,Lassi,Beverages,80,None,1,80,Cash,Suresh,Summer,Hot,True,False
ORD-20240504-6528,2024-05-04,19:01:13,Tandoori Chicken,Main Course - Non-Vegetarian,360,Medium,2,720,Card,Suresh,Summer,Hot,True,False
ORD-20240504-5267,2024-05-04,19:19:35,Chicken Biryani,Main Course - Non-Vegetarian,300,Spicy,1,300,UPI,Rahul,Summer,Hot,True,False
ORD-20240504-4744,2024-05-04,19:37:57,Bhindi Masala,Main Course - Vegetarian,200,Medium,6,1200,Cash,Rahul,Summer,Hot,True,False
ORD-20240504-5340,2024-05-04,19:56:19,Butter Naan,Breads,60,None,3,180,Card,Sneha,Summer,Hot,True,False
ORD-20240504-3350,2024-05-04,20:14:41,Tandoori Chicken,Main Course - Non-Vegetarian,360,Medium,2,720,UPI,Rahul,Summer,Hot,True,False
ORD-20240504-4656,2024-05-04,20:33:03,Tandoori Chicken,Main Course - Non-Vegetarian,360,Medium,2,720,Card,Rahul,Summer,Hot,True,False
ORD-20240504-3357,2024-05-04,20:51:25,Bhindi Masala,Main Course - Vegetarian,200,Medium,1,200,Card,Amit,Summer,Hot,True,False
ORD-20240504-8461,2024-05-04,21:09:47,Tandoori Chicken,Main Course - Non-Vegetarian,360,Medium,1,360,Cash,Meera,Summer,Hot,True,False
ORD-20240504-2925,2024-05-04,21:28:09,Paneer Butter Masala,Main Course - Vegetarian,280,Medium,5,1400,Online,Meera,Summer,Hot,True,False
ORD-20240504-7325,2024-05-04,21:46:31,Paneer Butter Masala,Main Course - Vegetarian,280,Medium,1,280,UPI,Raj,Summer,Hot,True,False
